state,city,origin,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,avg5years,pct_change_2018_vs_5yr_average
California,Panorama City,Iraq,5,3,0,1,0,5,0,0,3,0,1.6,-100
California,Panorama City,Uzbekistan,0,0,1,0,3,5,0,0,0,0,1.6,-100
California,Riverside,Palestine,0,0,0,0,0,8,0,0,0,0,1.6,-100
California,Rosemead,Afghanistan,0,0,0,0,0,0,8,0,0,0,1.6,-100
California,Roseville,Russia,2,0,0,0,0,0,1,7,0,0,1.6,-100
California,Sacramento,Kazakhstan,0,2,0,0,0,0,1,2,5,4,1.6,150
California,San Bernardino,Iraq,0,5,4,1,0,8,0,0,0,0,1.6,-100
California,San Diego,Republic of South Sudan,0,0,0,0,1,0,7,0,0,0,1.6,-100
California,San Diego,Vietnam,32,27,0,6,1,0,3,0,4,4,1.6,150
California,San Francisco,Burma,89,36,18,8,7,1,0,0,0,0,1.6,-100
California,San Jose,Ethiopia,4,11,4,14,1,2,0,3,2,0,1.6,-100
California,Santa Clara,Iraq,3,34,5,5,4,2,0,0,2,0,1.6,-100
California,Santa Clarita,Afghanistan,0,0,0,0,0,0,0,8,0,0,1.6,-100
California,Santa Clarita,Iran,5,2,0,0,0,2,6,0,0,0,1.6,-100
California,Sylmar,Iran,10,5,2,0,1,0,0,7,0,1,1.6,-37.5
California,West Sacramento,Moldova,0,0,4,0,0,0,2,0,6,0,1.6,-100
Colorado,Boulder,Sudan,0,0,0,0,8,0,0,0,0,0,1.6,-100
Colorado,Colorado Springs,Iran,0,4,3,1,4,2,1,0,1,0,1.6,-100
Colorado,Fort Morgan,Eritrea,0,0,0,0,3,1,1,0,3,0,1.6,-100
Colorado,Lakewood,Burma,0,0,2,0,0,0,0,0,8,20,1.6,1150
Connecticut,East Hartford,Burma,0,0,0,0,8,0,0,0,0,0,1.6,-100
Connecticut,East Haven,Iraq,0,4,0,1,7,1,0,0,0,0,1.6,-100
Connecticut,Hartford,Pakistan,0,0,0,4,0,0,0,6,2,0,1.6,-100
Connecticut,New Britain,Somalia,0,0,0,0,0,0,0,0,8,0,1.6,-100
Connecticut,New Haven,Cuba,10,13,0,17,7,0,0,0,1,0,1.6,-100
Connecticut,Waterbury,Iraq,0,0,0,0,0,3,5,0,0,0,1.6,-100
Delaware,Wilmington,Eritrea,0,0,0,0,1,0,0,0,7,0,1.6,-100
District of Columbia,Washington,Dem. Rep. Congo,4,0,0,0,0,7,0,1,0,0,1.6,-100
Florida,Apopka,Ukraine,0,0,0,0,0,0,0,8,0,0,1.6,-100
Florida,Deltona,Iraq,0,0,0,0,1,3,0,4,0,0,1.6,-100
Florida,Jacksonville,Russia,0,0,0,0,0,0,3,0,5,0,1.6,-100
Florida,Seffner,Cuba,0,0,0,0,0,0,8,0,0,0,1.6,-100
Florida,Tallahassee,Colombia,0,0,0,0,0,0,8,0,0,0,1.6,-100
Georgia,Avondale,Eritrea,0,0,0,0,1,7,0,0,0,0,1.6,-100
Georgia,Decatur,Burundi,21,7,0,1,8,0,0,0,0,0,1.6,-100
Georgia,Decatur,Iran,19,29,4,9,3,0,2,3,0,0,1.6,-100
Georgia,Duluth,Iraq,6,7,0,3,3,0,0,5,0,0,1.6,-100
Georgia,Norcross,Iran,7,0,0,1,4,2,2,0,0,0,1.6,-100
Georgia,Stone Mountain,Cuba,16,4,3,3,4,4,0,0,0,0,1.6,-100
Georgia,Stone Mountain,Palestine,0,5,5,0,7,1,0,0,0,0,1.6,-100
Illinois,Chicago,China,0,0,0,0,1,0,0,7,0,1,1.6,-37.5
Illinois,Chicago,El Salvador,0,0,0,0,0,0,0,1,7,5,1.6,212.5
Illinois,Chicago,Senegal,0,0,0,2,0,0,0,0,8,0,1.6,-100
Illinois,East Moline,Dem. Rep. Congo,0,0,0,0,0,0,8,0,0,0,1.6,-100
Illinois,Evanston,Iraq,3,1,9,2,4,3,1,0,0,0,1.6,-100
Illinois,Glen Ellyn,Iran,0,1,0,0,4,1,3,0,0,0,1.6,-100
Illinois,Glendale Heights,Iran,0,0,0,0,8,0,0,0,0,0,1.6,-100
Illinois,Loves Park,Russia,0,0,0,0,3,0,0,0,5,0,1.6,-100
Illinois,Moline,Somalia,6,0,0,0,0,3,0,5,0,0,1.6,-100
Illinois,Montgomery,Iraq,3,0,0,0,0,0,4,4,0,0,1.6,-100
Illinois,Rosemont,Iraq,0,0,0,0,8,0,0,0,0,0,1.6,-100
Illinois,West Chicago,Ukraine,0,0,0,0,0,0,0,0,8,10,1.6,525
Illinois,Wheeling,Burma,0,0,0,0,0,7,1,0,0,0,1.6,-100
Illinois,Wood Dale,Iraq,0,0,0,0,0,0,8,0,0,0,1.6,-100
Illinois,Woodridge,Ukraine,0,0,0,0,0,0,8,0,0,0,1.6,-100
Indiana,Greenwood,Iraq,0,0,0,0,1,7,0,0,0,0,1.6,-100
Indiana,Mishawaka,Dem. Rep. Congo,0,0,0,0,0,0,8,0,0,0,1.6,-100
Indiana,Noblesville,Afghanistan,0,0,0,0,0,8,0,0,0,0,1.6,-100
Indiana,Speedway,Burma,0,0,0,0,0,0,0,8,0,0,1.6,-100
Iowa,Cedar Rapids,Burma,0,0,0,0,0,1,5,0,2,0,1.6,-100
Iowa,Coralville,Dem. Rep. Congo,0,0,1,0,7,1,0,0,0,7,1.6,337.5
Iowa,Des Moines,Republic of South Sudan,0,0,0,0,0,0,0,0,8,0,1.6,-100
Iowa,Perry,Eritrea,0,0,0,0,8,0,0,0,0,4,1.6,150
Iowa,Storm Lake,Burma,0,0,0,4,2,0,2,2,2,4,1.6,150
Kansas,Merriam,Iraq,6,3,2,2,0,0,3,0,5,0,1.6,-100
Kentucky,Lexington,Burundi,4,0,0,0,0,0,0,8,0,0,1.6,-100
Kentucky,Radcliff,Iraq,3,1,0,0,0,0,0,0,8,0,1.6,-100
Louisiana,Mandeville,Burma,0,0,2,0,4,4,0,0,0,0,1.6,-100
Louisiana,Metairie,Burma,0,0,0,0,0,6,1,0,1,2,1.6,25
Louisiana,New Orleans,Eritrea,0,0,0,0,0,0,0,0,8,4,1.6,150
Maryland,Baltimore,Burundi,2,2,0,1,4,0,4,0,0,0,1.6,-100
Maryland,Glen Burnie,Burma,0,0,0,0,0,6,0,2,0,0,1.6,-100
Maryland,Knoxville,Burma,0,0,0,1,0,8,0,0,0,0,1.6,-100
Maryland,Rockville,Bhutan,0,0,0,0,0,0,8,0,0,0,1.6,-100
Massachusetts,Charlestown,Iraq,0,0,0,0,5,3,0,0,0,0,1.6,-100
Massachusetts,Everett,El Salvador,0,0,0,0,0,0,0,0,8,9,1.6,462.5
Massachusetts,Lynn,Russia,3,6,3,4,6,2,0,0,0,0,1.6,-100
Massachusetts,Melrose,Sudan,0,0,0,0,8,0,0,0,0,0,1.6,-100
Massachusetts,Roslindale,Somalia,0,0,0,0,8,0,0,0,0,0,1.6,-100
Massachusetts,Somerville,El Salvador,0,0,0,0,0,0,0,2,6,10,1.6,525
Massachusetts,Springfield,Ethiopia,0,5,4,6,6,0,2,0,0,2,1.6,25
Massachusetts,Stoughton,Ukraine,0,0,4,0,0,0,0,8,0,0,1.6,-100
Massachusetts,Waltham,Eritrea,0,0,0,0,0,3,3,1,1,0,1.6,-100
Massachusetts,West Springfield,Ethiopia,0,0,4,1,3,0,5,0,0,0,1.6,-100
Michigan,Grawn,Ukraine,2,0,0,0,0,0,0,8,0,11,1.6,587.5
Michigan,Lansing,Senegal,0,0,0,0,0,0,0,4,4,1,1.6,-37.5
Michigan,Rochester,Iraq,9,3,1,23,7,0,1,0,0,0,1.6,-100
Michigan,Troy,Afghanistan,0,0,0,0,0,0,0,6,2,1,1.6,-37.5
Michigan,Troy,Sudan,0,0,0,0,0,0,0,8,0,0,1.6,-100
Michigan,Washington,Iraq,0,3,0,0,0,8,0,0,0,0,1.6,-100
Michigan,Wyoming,Cuba,0,0,0,0,7,1,0,0,0,0,1.6,-100
Minnesota,Austin,Sudan,1,4,0,3,0,6,0,0,2,0,1.6,-100
Minnesota,Blaine,Moldova,6,0,0,0,0,0,4,4,0,0,1.6,-100
Minnesota,Columbia Heights,Ethiopia,0,0,0,0,0,0,4,0,4,0,1.6,-100
Minnesota,Coon Rapids,Moldova,8,0,7,0,0,0,8,0,0,0,1.6,-100
Minnesota,Minneapolis,Iran,3,0,0,0,0,3,2,1,2,3,1.6,87.5
Minnesota,Minneapolis,Liberia,0,2,12,0,4,1,0,0,3,0,1.6,-100
Minnesota,Minneapolis,Sudan,1,13,5,7,4,0,0,0,4,0,1.6,-100
Minnesota,Minnetonka,Russia,0,0,2,0,0,0,8,0,0,0,1.6,-100
Minnesota,Richfield,Sri Lanka (Ceylon),0,0,0,0,0,5,3,0,0,0,1.6,-100
Minnesota,Willmar,Burma,0,0,0,0,0,8,0,0,0,0,1.6,-100
Minnesota,Worthington,Burma,5,0,0,0,1,4,1,0,2,8,1.6,400
Missouri,Caulfield,Dem. Rep. Congo,0,0,0,0,0,0,0,8,0,0,1.6,-100
Missouri,Columbia,Burundi,0,0,0,0,0,0,0,6,2,0,1.6,-100
Missouri,Creve Coeur,Syria,0,0,0,0,0,0,0,8,0,0,1.6,-100
Missouri,Ferguson,Iraq,0,0,0,0,0,0,0,8,0,0,1.6,-100
Missouri,St. Louis,Togo,0,0,0,0,8,0,0,0,0,0,1.6,-100
Missouri,Willow Springs,Ukraine,0,0,0,0,0,0,6,0,2,0,1.6,-100
Nebraska,Grand Island,Burma,0,0,0,6,0,0,8,0,0,0,1.6,-100
Nebraska,Omaha,Eritrea,0,0,0,0,0,0,0,8,0,0,1.6,-100
Nebraska,Omaha,Ukraine,0,0,0,0,0,0,0,0,8,0,1.6,-100
New Hampshire,Concord,Syria,0,0,0,0,0,0,3,5,0,0,1.6,-100
New Jersey,Clifton,Syria,0,0,0,0,0,8,0,0,0,0,1.6,-100
New Jersey,East Orange,Ukraine,0,0,0,0,0,0,1,7,0,0,1.6,-100
New Jersey,Elizabeth,Honduras,0,0,0,0,0,0,0,0,8,0,1.6,-100
New Jersey,Elizabeth,Moldova,0,0,0,0,0,4,4,0,0,4,1.6,150
New Jersey,Garfield,Iraq,0,0,0,0,4,0,4,0,0,0,1.6,-100
New Jersey,Highland Park,Syria,0,0,0,0,0,0,0,0,8,0,1.6,-100
New Jersey,Union City,Cuba,13,15,4,0,5,3,0,0,0,0,1.6,-100
New Jersey,Williamstown,Pakistan,0,0,0,0,0,8,0,0,0,0,1.6,-100
New York,Henrietta,Bhutan,0,0,0,0,0,0,3,0,5,0,1.6,-100
New York,Johnson City,Burma,0,0,0,0,0,0,8,0,0,0,1.6,-100
New York,Kenmore,Iraq,0,0,0,0,0,0,0,8,0,0,1.6,-100
New York,New York,Bhutan,42,26,0,5,0,3,2,3,0,0,1.6,-100
New York,New York,Pakistan,0,2,0,4,3,0,0,5,0,13,1.6,712.5
New York,Queens,Iraq,10,10,0,0,5,3,0,0,0,0,1.6,-100
New York,Syracuse,Moldova,0,0,0,0,0,0,8,0,0,0,1.6,-100
New York,Yonkers,Iraq,2,1,5,1,3,5,0,0,0,0,1.6,-100
North Carolina,Burlington,Iran,0,0,0,0,2,0,6,0,0,0,1.6,-100
North Carolina,Cary,Vietnam,8,0,0,1,5,0,3,0,0,0,1.6,-100
North Carolina,Chapel Hill,Iraq,0,0,0,5,0,1,3,4,0,0,1.6,-100
North Carolina,Greensboro,Rwanda,1,0,2,0,0,0,0,8,0,0,1.6,-100
Ohio,Beavercreek,Iraq,0,0,0,0,0,0,8,0,0,0,1.6,-100
Ohio,Broadview Heights,Iraq,0,0,0,0,0,5,3,0,0,0,1.6,-100
Ohio,Cleveland Heights,Yemen,0,0,0,0,0,0,0,7,1,0,1.6,-100
Ohio,Galloway,Somalia,0,0,0,0,0,0,4,4,0,0,1.6,-100
Ohio,Grove City,Iraq,0,0,0,0,0,8,0,0,0,0,1.6,-100
Ohio,Hamilton,Iraq,0,0,0,0,8,0,0,0,0,0,1.6,-100
Ohio,Liberty Township,Bhutan,0,0,0,0,0,0,0,7,1,0,1.6,-100
Pennsylvania,Camp Hill,Somalia,0,0,0,0,0,0,0,4,4,0,1.6,-100
Pennsylvania,Erie,Nepal,0,0,0,0,1,2,3,2,0,0,1.6,-100
Pennsylvania,King Of Prussia,Iraq,0,1,0,0,8,0,0,0,0,0,1.6,-100
Pennsylvania,Philadelphia,Cuba,6,13,0,5,8,0,0,0,0,0,1.6,-100
Pennsylvania,Pittsburgh,Nepal,0,0,0,1,0,3,5,0,0,0,1.6,-100
Pennsylvania,Roslyn,Burma,4,0,0,1,0,0,4,3,1,1,1.6,-37.5
South Carolina,Campobello,Ukraine,0,0,0,0,0,0,0,0,8,0,1.6,-100
South Carolina,Columbia,Iran,0,0,3,4,0,0,5,0,3,0,1.6,-100
South Carolina,Spartanburg,Belarus,0,0,0,0,0,0,0,6,2,0,1.6,-100
Tennessee,Chattanooga,Moldova,0,0,0,0,0,0,0,4,4,0,1.6,-100
Tennessee,Franklin,Iraq,6,0,0,0,0,8,0,0,0,0,1.6,-100
Tennessee,Hermitage,Iraq,4,0,1,0,5,3,0,0,0,0,1.6,-100
Tennessee,Knoxville,Rwanda,1,5,0,6,3,0,0,0,5,0,1.6,-100
Tennessee,Memphis,Congo,4,0,0,0,3,0,0,5,0,0,1.6,-100
Tennessee,Nashville,Central African Republic,0,0,0,0,0,0,0,8,0,0,1.6,-100
Tennessee,Nashville,El Salvador,0,0,0,0,0,0,0,2,6,0,1.6,-100
Tennessee,Sevierville,Iraq,0,0,0,0,0,3,0,5,0,0,1.6,-100
Texas,Beaumont,Burma,1,3,7,5,1,7,0,0,0,0,1.6,-100
Texas,Buda,Dem. Rep. Congo,0,0,0,0,0,0,8,0,0,0,1.6,-100
Texas,Buda,Iraq,0,0,0,0,0,8,0,0,0,0,1.6,-100
Texas,Carrollton,Iraq,0,1,0,0,4,0,0,4,0,0,1.6,-100
Texas,Cedar Park,Iran,0,0,0,0,0,2,1,0,5,0,1.6,-100
Texas,Cedar Park,Iraq,0,0,0,0,0,0,0,5,3,0,1.6,-100
Texas,Dallas,Palestine,0,32,6,1,7,0,1,0,0,0,1.6,-100
Texas,Euless,Somalia,0,0,0,0,0,0,1,7,0,0,1.6,-100
Texas,Grapevine,Iraq,0,0,0,0,4,3,1,0,0,0,1.6,-100
Texas,Irving,Sudan,0,1,0,0,4,2,0,2,0,0,1.6,-100
Texas,Katy,Burma,0,0,0,0,0,0,0,8,0,0,1.6,-100
Texas,Richardson,Burma,0,0,0,1,0,1,5,0,2,0,1.6,-100
Texas,Sugar Land,Iran,8,2,6,0,2,0,6,0,0,0,1.6,-100
Utah,Magna,Somalia,0,0,0,0,0,7,1,0,0,0,1.6,-100
Virginia,Ashburn,Iran,1,2,2,2,2,4,1,0,1,0,1.6,-100
Virginia,Centreville,Iraq,1,0,0,5,6,0,1,0,1,0,1.6,-100
Virginia,Charlottesville,Somalia,0,0,0,0,0,0,0,0,8,0,1.6,-100
Virginia,Henrico,Russia,0,0,0,0,0,0,0,8,0,0,1.6,-100
Virginia,Woodbridge,Afghanistan,0,0,0,0,1,0,5,0,2,0,1.6,-100
Virginia,Woodbridge,El Salvador,0,0,0,0,0,0,0,1,7,6,1.6,275
Virginia,Woodbridge,Pakistan,0,0,0,0,0,0,8,0,0,6,1.6,275
Washington,Blaine,Ukraine,0,0,0,0,0,0,8,0,0,7,1.6,337.5
Washington,Federal Way,Russia,18,0,0,0,0,4,0,1,3,4,1.6,150
Washington,Mount Vernon,Ukraine,0,1,0,0,0,0,0,8,0,24,1.6,1400
Washington,Spokane,Iran,0,0,0,2,0,0,0,2,6,0,1.6,-100
Washington,Tacoma,Eritrea,0,1,2,1,5,2,1,0,0,2,1.6,25
Washington,Tukwila,Ethiopia,0,0,0,0,1,0,0,3,4,0,1.6,-100
West Virginia,Martinsburg,Burma,5,0,0,0,0,0,4,4,0,0,1.6,-100
Wisconsin,Greenfield,Burma,0,0,5,0,0,0,4,4,0,3,1.6,87.5
Wisconsin,Madison,Dem. Rep. Congo,0,0,0,0,0,0,0,0,8,11,1.6,587.5
Wisconsin,Wauwatosa,Iraq,0,0,0,0,2,0,6,0,0,0,1.6,-100
Alabama,Foley,Iraq,0,0,0,0,0,4,3,0,0,0,1.4,-100
Alaska,Anchorage,Uzbekistan,0,0,0,0,6,0,1,0,0,0,1.4,-100
Arizona,Glendale,Liberia,1,0,0,0,0,0,0,7,0,0,1.4,-100
Arizona,Phoenix,Palestine,0,8,4,3,5,0,2,0,0,0,1.4,-100
Arizona,Tucson,Congo,9,12,2,0,6,0,0,0,1,0,1.4,-100
California,Aliso Viejo,Iran,2,0,6,4,5,2,0,0,0,0,1.4,-100
California,Campbell,Iraq,0,0,4,0,7,0,0,0,0,0,1.4,-100
California,Carlsbad,Iraq,12,15,0,0,2,5,0,0,0,0,1.4,-100
California,Ceres,Iraq,21,5,10,22,5,0,0,0,2,0,1.4,-100
California,Concord,Iraq,6,7,0,5,7,0,0,0,0,0,1.4,-100
California,El Cajon,Iran,0,1,3,1,5,0,0,0,2,0,1.4,-100
California,Fremont,Afghanistan,6,0,6,5,4,0,0,0,3,0,1.4,-100
California,Fremont,Burma,1,0,2,1,3,0,1,3,0,0,1.4,-100
California,Fullerton,Eritrea,0,0,0,0,0,2,3,0,2,1,1.4,-28.57
California,Garden Grove,Iran,2,0,0,0,0,1,5,1,0,0,1.4,-100
California,Hayward,Afghanistan,0,6,4,0,0,4,3,0,0,0,1.4,-100
California,La Jolla,Ukraine,0,0,0,0,0,0,0,0,7,0,1.4,-100
California,La Puente,Burma,0,0,0,0,0,5,1,1,0,0,1.4,-100
California,Lake Elsinore,Iraq,6,0,0,0,5,1,0,1,0,0,1.4,-100
California,Lakeside,Syria,0,0,0,0,0,0,0,7,0,0,1.4,-100
California,Los Angeles,Cuba,9,3,0,5,2,1,4,0,0,0,1.4,-100
California,Madera,Armenia,0,0,0,0,0,0,7,0,0,0,1.4,-100
California,National City,Afghanistan,0,0,0,0,7,0,0,0,0,0,1.4,-100
California,Oakland,China,1,0,0,0,0,0,1,5,1,0,1.4,-100
California,Oakland,Pakistan,0,0,0,0,0,0,2,5,0,0,1.4,-100
California,Oakland,Uganda,0,0,0,0,0,0,3,0,4,0,1.4,-100
California,Plumas Lake,Syria,0,0,0,0,0,0,7,0,0,0,1.4,-100
California,Ramona,Iraq,0,0,0,0,0,0,2,5,0,0,1.4,-100
California,Rancho Palos Verdes,Iran,3,0,1,0,0,0,5,0,2,0,1.4,-100
California,Reseda,Iraq,2,6,0,0,5,0,2,0,0,0,1.4,-100
California,Riverbank,Iraq,10,9,1,4,0,0,2,0,5,0,1.4,-100
California,Roseville,Iraq,0,0,3,0,7,0,0,0,0,0,1.4,-100
California,San Bruno,Iraq,0,0,0,0,7,0,0,0,0,0,1.4,-100
California,San Diego,Congo,8,16,0,0,7,0,0,0,0,0,1.4,-100
California,San Diego,Egypt,0,0,0,0,0,0,3,4,0,0,1.4,-100
California,San Diego,Sri Lanka (Ceylon),0,4,0,0,0,0,7,0,0,20,1.4,1328.57
California,San Jose,"Korea, North",3,0,4,3,4,0,2,1,0,2,1.4,42.86
California,Santa Ana,Iran,2,3,0,4,4,1,1,0,1,0,1.4,-100
California,Santa Monica,Iraq,0,0,0,0,0,0,0,7,0,0,1.4,-100
California,Turlock,El Salvador,0,0,0,0,0,0,0,3,4,4,1.4,185.71
California,Tustin,Iraq,7,13,0,0,3,4,0,0,0,0,1.4,-100
California,Van Nuys,El Salvador,0,0,0,0,0,0,0,2,5,6,1.4,328.57
California,Walnut Creek,Ukraine,0,2,3,0,0,0,0,6,1,0,1.4,-100
Colorado,Arvada,Iraq,0,0,0,0,4,0,3,0,0,0,1.4,-100
Colorado,Arvada,Moldova,0,1,0,0,0,7,0,0,0,0,1.4,-100
Colorado,Arvada,Russia,6,1,0,0,0,0,0,0,7,0,1.4,-100
Colorado,Colorado Springs,Eritrea,0,0,0,7,1,4,1,0,1,4,1.4,185.71
Colorado,Golden,Iraq,2,0,0,0,5,0,0,2,0,0,1.4,-100
Colorado,Highlands Ranch,Afghanistan,0,0,0,0,0,0,0,0,7,0,1.4,-100
Colorado,Lakewood,Bhutan,0,0,0,0,0,0,0,0,7,13,1.4,828.57
Connecticut,Hartford,Colombia,0,0,0,0,0,7,0,0,0,0,1.4,-100
District of Columbia,Washington,Afghanistan,0,0,0,0,0,3,0,4,0,0,1.4,-100
Florida,Clearwater,Afghanistan,0,0,0,0,0,0,1,3,3,0,1.4,-100
Florida,Clearwater,Ivory Coast,0,0,0,0,0,4,0,2,1,0,1.4,-100
Florida,Delray Beach,Burundi,0,0,0,0,0,0,0,7,0,0,1.4,-100
Florida,Fort Myers,Cuba,0,4,4,0,4,1,0,2,0,0,1.4,-100
Florida,Jacksonville,Cambodia,0,0,0,0,0,0,0,7,0,0,1.4,-100
Florida,Lake Worth,Burma,2,1,0,2,1,1,1,3,1,7,1.4,400
Florida,Miramar,Cuba,18,11,14,0,4,3,0,0,0,0,1.4,-100
Florida,North Port,Cuba,0,0,0,0,7,0,0,0,0,0,1.4,-100
Florida,Palm Beach,Cuba,0,0,0,0,4,3,0,0,0,0,1.4,-100
Florida,Saint Petersburg,Iraq,0,0,2,0,1,6,0,0,0,0,1.4,-100
Florida,Tampa,Sri Lanka (Ceylon),0,0,0,0,0,3,0,4,0,0,1.4,-100
Florida,West Palm Beach,Iraq,0,0,0,0,0,3,4,0,0,0,1.4,-100
Georgia,Alpharetta,Iraq,1,4,0,0,6,0,1,0,0,0,1.4,-100
Georgia,Atlanta,Uganda,6,0,0,0,0,0,4,2,1,2,1.4,42.86
Georgia,Canton,Iraq,0,0,0,0,7,0,0,0,0,0,1.4,-100
Georgia,Clarkston,Afghanistan,1,0,0,0,1,0,0,5,1,0,1.4,-100
Georgia,Decatur,Pakistan,4,11,0,4,1,0,3,3,0,0,1.4,-100
Georgia,Grayson,Afghanistan,0,0,0,0,0,0,0,7,0,0,1.4,-100
Georgia,Lilburn,Bhutan,41,9,5,8,0,5,1,0,1,0,1.4,-100
Georgia,Marietta,El Salvador,0,0,0,0,0,0,0,2,5,6,1.4,328.57
Georgia,Norcross,Eritrea,0,3,2,0,1,0,0,0,6,0,1.4,-100
Georgia,Sandy Springs,Iran,0,0,0,0,0,0,3,3,1,0,1.4,-100
Georgia,Savannah,Cuba,0,0,0,0,0,3,2,2,0,0,1.4,-100
Georgia,Scottdale,Burma,0,0,0,0,0,6,0,1,0,0,1.4,-100
Georgia,Suwanee,Iraq,0,0,0,0,0,0,7,0,0,0,1.4,-100
Georgia,Winder,Ukraine,0,0,0,0,0,7,0,0,0,0,1.4,-100
Idaho,Boise,Russia,3,5,0,0,0,0,0,0,7,12,1.4,757.14
Idaho,Meridian,Iraq,0,6,1,1,1,0,0,6,0,0,1.4,-100
Illinois,Carol Stream,Eritrea,0,1,0,0,6,1,0,0,0,0,1.4,-100
Illinois,Chicago,Liberia,18,10,0,0,7,0,0,0,0,0,1.4,-100
Illinois,Deerfield,Iraq,0,0,0,0,4,3,0,0,0,0,1.4,-100
Illinois,Elk Grove Village,Iraq,4,22,12,0,5,0,0,2,0,0,1.4,-100
Illinois,Glen Ellyn,Sudan,0,0,0,0,0,6,1,0,0,0,1.4,-100
Illinois,Glenview,Iran,4,0,0,0,1,0,1,5,0,0,1.4,-100
Illinois,Mount Prospect,Iraq,20,19,1,13,3,0,4,0,0,0,1.4,-100
Illinois,Park Ridge,Pakistan,0,0,0,0,0,7,0,0,0,0,1.4,-100
Illinois,Plainfield,Iraq,0,2,0,0,5,1,0,0,1,0,1.4,-100
Illinois,Polo,Iraq,0,0,0,0,0,3,4,0,0,0,1.4,-100
Illinois,Rockford,Iran,0,0,5,1,1,0,4,2,0,0,1.4,-100
Illinois,Rockford,Rwanda,0,0,0,0,0,0,7,0,0,4,1.4,185.71
Illinois,West Chicago,Cuba,2,3,0,0,4,0,0,3,0,0,1.4,-100
Illinois,Wheaton,Dem. Rep. Congo,0,9,0,0,0,7,0,0,0,0,1.4,-100
Illinois,Winfield,Iran,0,0,0,0,0,2,3,2,0,0,1.4,-100
Illinois,Winfield,Ukraine,0,0,0,0,0,0,7,0,0,0,1.4,-100
Illinois,Worth,Palestine,0,0,0,0,1,6,0,0,0,0,1.4,-100
Indiana,Evansville,Ukraine,0,0,0,0,0,0,0,0,7,0,1.4,-100
Indiana,Indianapolis,Rwanda,1,0,0,0,6,1,0,0,0,0,1.4,-100
Indiana,Noblesville,Burma,0,0,0,0,7,0,0,0,0,0,1.4,-100
Indiana,West Lafayette,Iraq,4,0,0,0,7,0,0,0,0,0,1.4,-100
Iowa,Des Moines,Afghanistan,0,0,0,0,0,0,0,0,7,0,1.4,-100
Kansas,Garden City,Ethiopia,0,0,0,2,1,1,2,0,3,0,1.4,-100
Kansas,Lawrence,Iran,0,0,0,0,0,2,0,5,0,0,1.4,-100
Kentucky,Bowling Green,Afghanistan,0,0,0,0,0,0,0,7,0,0,1.4,-100
Kentucky,Centertown,Burma,0,0,0,0,0,0,0,0,7,0,1.4,-100
Kentucky,Versailles,Ukraine,0,0,0,0,0,7,0,0,0,0,1.4,-100
Louisiana,Bossier City,Burma,14,4,10,8,3,0,0,0,4,0,1.4,-100
Louisiana,New Orleans,Afghanistan,0,0,0,0,0,0,0,7,0,0,1.4,-100
Maryland,Riverdale,Central African Republic,0,0,0,0,0,0,0,0,7,0,1.4,-100
Maryland,Riverdale,Somalia,0,0,0,0,0,0,3,2,2,0,1.4,-100
Maryland,Silver Spring,Yemen,0,0,0,0,7,0,0,0,0,0,1.4,-100
Massachusetts,South Boston,Republic of South Sudan,0,0,0,0,0,0,2,5,0,0,1.4,-100
Massachusetts,Worcester,Iran,0,0,0,0,0,0,6,1,0,0,1.4,-100
Michigan,Ann Arbor,Ethiopia,0,0,0,0,0,4,0,3,0,2,1.4,42.86
Michigan,Dearborn Heights,Syria,0,0,0,0,0,0,0,0,7,0,1.4,-100
Michigan,Farmington Hills,Syria,0,0,0,0,0,0,7,0,0,0,1.4,-100
Michigan,Grand Rapids,Ivory Coast,0,0,0,0,0,0,0,3,4,0,1.4,-100
Michigan,Lansing,Yemen,0,0,0,0,0,0,7,0,0,0,1.4,-100
Michigan,Lansing,Zimbabwe,0,0,0,0,5,0,2,0,0,0,1.4,-100
Michigan,Lapeer,Iraq,0,0,0,0,5,0,0,0,2,0,1.4,-100
Michigan,Redford,Iraq,0,0,0,0,6,1,0,0,0,0,1.4,-100
Michigan,Ypsilanti,Syria,0,0,0,0,0,0,0,7,0,0,1.4,-100
Minnesota,Albertville,Belarus,0,0,0,4,2,5,0,0,0,0,1.4,-100
Minnesota,Apple Valley,Ethiopia,0,0,0,0,0,0,0,7,0,0,1.4,-100
Minnesota,Champlin,Belarus,6,2,0,0,0,4,0,3,0,0,1.4,-100
Minnesota,Eagan,Burma,0,0,0,1,0,2,0,5,0,0,1.4,-100
Minnesota,Lakeville,Ukraine,0,0,0,0,6,0,0,0,1,6,1.4,328.57
Minnesota,Little Canada,Burma,0,0,0,0,0,0,0,7,0,0,1.4,-100
Minnesota,Maple Grove,Iraq,0,0,0,0,0,0,0,4,3,0,1.4,-100
Minnesota,New Brighton,Iraq,0,10,0,0,0,7,0,0,0,0,1.4,-100
Minnesota,Saint Anthony,Somalia,0,0,0,0,0,7,0,0,0,0,1.4,-100
Missouri,Gladstone,Dem. Rep. Congo,0,0,0,0,0,0,0,7,0,0,1.4,-100
Missouri,Lee's Summit,Iraq,0,0,0,0,6,0,1,0,0,0,1.4,-100
Montana,Missoula,Ethiopia,0,0,0,0,0,0,0,0,7,0,1.4,-100
Nebraska,Omaha,Burundi,9,6,0,0,0,0,4,3,0,0,1.4,-100
